"game_str","play_id","timestamp_hit","at_bat","play_per_game","player_position","timestamp_bounce","bounce_position_x","bounce_position_y","field_x","field_y","hangtime"
"1903_10_TeamNJ_TeamB",43,1543.539,13,46,8,1546.639,-2.648283,275.139,12.5352,321.1725,3.09999999999991
"1903_10_TeamNJ_TeamB",52,1880.939,15,55,7,1884.839,-137.6985,168.7785,-142.7931,248.94,3.89999999999986
"1903_10_TeamNJ_TeamB",87,3082.139,23,91,8,3084.289,-34.7442,191.7348,-21.5202,322.2555,2.15000000000009
"1903_11_TeamNC_TeamA1",26,820.05,9,26,9,823.3,84.2124,281.208,141.3951,255.0885,3.25
"1903_11_TeamNC_TeamA1",42,1423.85,14,42,7,1426.75,-172.722,226.524,-116.9178,264.0735,2.90000000000009
"1903_11_TeamNC_TeamA1",124,9541.636,35,125,9,9544.586,106.4616,290.1327,130.8132,239.6256,2.94999999999891
"1903_11_TeamNC_TeamA1",141,10169.736,41,142,8,10171.936,44.4789,228.7629,21.54,292.9737,2.19999999999891
"1903_11_TeamNC_TeamA1",166,10990.386,49,167,7,10993.986,-175.4001,286.4667,-127.8153,216.5631,3.60000000000036
"1903_11_TeamNC_TeamA1",169,11076.936,50,170,9,11078.636,102.6564,167.2848,119.8914,241.3371,1.70000000000073
"1903_11_TeamNC_TeamA1",196,12045.886,59,197,7,12049.136,-73.1268,235.2465,-129.3021,242.6073,3.25
"1903_11_TeamNC_TeamA1",205,12502.836,63,206,9,12505.786,90.2502,248.0949,112.8801,279.9657,2.95000000000073
"1903_11_TeamNC_TeamA1",216,12921.786,66,217,8,12924.086,-53.1687,260.4609,3.1821,302.8314,2.29999999999927
"1903_11_TeamNC_TeamA1",216,12921.786,66,217,7,12924.086,-53.1687,260.4609,-125.5146,258.3363,2.29999999999927
"1903_11_TeamNC_TeamA1",253,14155.236,79,255,7,14158.536,-210.2493,269.3229,-127.6809,242.9937,3.29999999999927
"1903_12_TeamNC_TeamA1",61,1941.098,14,61,9,1944.848,104.1507,335.265,132.3948,268.1406,3.75
"1903_12_TeamNC_TeamA1",69,2221.654,17,69,9,2223.404,56.6136,197.4591,133.7325,264.6984,1.75
"1903_12_TeamNC_TeamA1",176,6216.154,47,176,8,6219.404,-29.13015,253.9281,-7.3041,312.8991,3.25
"1903_12_TeamNC_TeamA1",186,6715.654,49,186,8,6718.554,-35.9547,289.1094,8.3004,302.3742,2.89999999999964
"1903_13_TeamNG_TeamA3",28,715.984,7,28,8,718.334,44.2071,204.9051,4.1175,305.9661,2.34999999999991
"1903_14_TeamNG_TeamA3",22,730.532,8,22,8,732.482,-35.9352,204.411,-15.9363,320.8617,1.94999999999993
"1903_14_TeamNG_TeamA3",67,2156.501,19,67,9,2158.751,58.3464,195.3135,128.7243,264.9051,2.25
"1903_14_TeamNG_TeamA3",87,2840.472,26,87,9,2843.972,57.8109,217.8537,124.3092,256.8615,3.5
"1903_14_TeamNG_TeamA3",150,5986.021,50,150,8,5989.271,-5.48295,263.124,-6.9672,320.9565,3.25
"1903_14_TeamNG_TeamA3",182,7105.221,56,182,8,7107.921,47.934,208.9635,6.4074,300.4203,2.70000000000073
"1903_15_TeamNG_TeamA3",94,2988.219,25,94,8,2990.919,-7.11156,221.2329,4.3074,305.6208,2.69999999999982
"1903_15_TeamNG_TeamA3",125,4014.219,32,125,7,4016.219,-118.6785,160.5888,-104.9853,273.4617,2
"1903_15_TeamNG_TeamA3",133,4289.519,33,133,8,4292.869,11.46564,272.5743,-6.9987,332.0601,3.34999999999945
"1903_15_TeamNG_TeamA3",201,6576.369,51,201,8,6578.769,-6.18861,197.6265,11.2947,325.1646,2.40000000000055
"1903_15_TeamNG_TeamA3",258,8744.419,66,258,8,8747.569,-17.50377,254.4792,18.897,308.838,3.14999999999964
"1903_15_TeamNG_TeamA3",301,10359.619,77,301,9,10362.769,195.4536,212.9223,116.3208,232.1067,3.14999999999964
"1903_16_TeamNI_TeamA3",14,419.418,4,14,8,422.918,-32.4897,264.3369,-11.7738,291.4746,3.5
"1903_16_TeamNI_TeamA3",54,1654.168,17,55,8,1656.368,-76.2351,238.2201,-14.067,288.027,2.20000000000005
"1903_16_TeamNI_TeamA3",63,1915.218,20,64,9,1917.568,155.2254,187.8537,134.4999,239.0625,2.34999999999991
"1903_16_TeamNI_TeamA3",71,2210.868,22,72,7,2213.218,-115.6287,144.9825,-113.6619,247.7598,2.34999999999991
"1903_16_TeamNI_TeamA3",111,3362.718,32,112,7,3364.818,-89.0649,190.6788,-114.7893,272.1906,2.10000000000036
"1903_16_TeamNI_TeamA3",204,6477.718,56,205,9,6480.018,133.1115,169.2876,136.1274,246.1704,2.30000000000018
"1903_16_TeamNI_TeamA3",262,8390.371,69,263,7,8392.671,-142.5567,211.2303,-123.435,246.0825,2.30000000000109
"1903_17_TeamNI_TeamA3",85,2871.833,24,85,8,2875.533,-14.46465,380.124,-9.6609,322.02,3.69999999999982
"1903_17_TeamNI_TeamA3",154,5453.813,45,154,8,5456.413,-38.0784,274.2723,-5.1741,318.7656,2.59999999999945
"1903_17_TeamNI_TeamA3",163,5851.113,48,163,8,5855.013,-56.9565,357.924,10.8318,320.2185,3.89999999999964
"1903_17_TeamNI_TeamA3",164,5902.513,49,164,7,5906.563,-37.1448,247.3419,-112.2507,253.2138,4.05000000000018
"1903_18_TeamNI_TeamA3",17,413.666,5,17,8,416.516,-20.2824,244.4721,8.4282,294.9192,2.85000000000002
"1903_18_TeamNI_TeamA3",110,3447.181,34,111,9,3451.531,154.995,171.5745,123.7674,249.0597,4.34999999999991
"1903_18_TeamNI_TeamA3",177,5442.881,48,178,7,5445.031,-57.3513,181.6533,-128.4885,246.729,2.14999999999964
"1903_18_TeamNI_TeamA3",188,6007.231,51,189,8,6009.931,-56.3436,264.6564,-2.313,298.4451,2.69999999999982
"1903_18_TeamNI_TeamA3",191,6100.081,52,192,8,6102.481,8.01885,245.496,8.6472,289.7589,2.39999999999964
"1903_19_TeamNL_TeamB",29,906.601,9,30,8,909.051,7.84434,252.2295,-2.9469,300.6858,2.45000000000005
"1903_19_TeamNL_TeamB",41,1219.551,11,42,9,1221.001,59.4792,179.9697,130.5684,251.4777,1.45000000000005
"1903_19_TeamNL_TeamB",92,2960.651,26,96,7,2963.151,-119.0118,230.3448,-133.7238,259.8969,2.5
"1903_19_TeamNL_TeamB",122,4179.051,35,126,7,4181.701,-146.2656,177.8307,-137.1042,260.3889,2.64999999999964
"1903_19_TeamNL_TeamB",141,4837.401,40,145,9,4839.201,101.7576,182.2023,125.2473,246.4161,1.80000000000018
"1903_19_TeamNL_TeamB",190,6556.201,52,194,7,6558.151,-126.0096,160.6776,-129.7884,255.6522,1.94999999999982
"1903_19_TeamNL_TeamB",227,7810.151,60,231,7,7812.751,-157.9296,196.0008,-128.7711,249.1824,2.60000000000036
"1903_19_TeamNL_TeamB",275,9390.951,73,279,8,9393.051,-69.7503,227.6817,-38.3088,320.5959,2.10000000000036
"1903_20_TeamNL_TeamB",81,2679.466,23,81,7,2681.616,-157.3554,189.3309,-132.0237,257.4951,2.15000000000009
"1903_20_TeamNL_TeamB",134,4391.266,36,134,9,4393.716,90.321,178.7769,99.0894,270.5577,2.45000000000073
"1903_20_TeamNL_TeamB",156,5227.716,41,156,8,5229.466,-12.72369,220.5792,-10.4238,303.0699,1.75
"1903_20_TeamNL_TeamB",171,5787.366,46,172,7,5790.266,-74.8329,258.1209,-143.8227,260.9736,2.89999999999964
"1903_20_TeamNL_TeamB",185,6272.316,49,186,9,6275.566,155.3646,167.1999,108.3921,272.3895,3.25
"1903_20_TeamNL_TeamB",238,8128.566,61,241,8,8132.666,-7.58862,374.064,13.8306,297.1839,4.10000000000036
"1903_21_TeamNL_TeamB",63,1954.958,18,65,9,1956.658,104.463,147.3972,119.7612,253.0125,1.69999999999982
"1903_21_TeamNL_TeamB",65,2009.858,19,67,7,2011.908,-131.3259,198.0147,-133.5669,257.211,2.04999999999995
"1903_21_TeamNL_TeamB",76,2430.108,23,78,7,2432.358,-89.3919,237.4596,-143.1075,263.8914,2.25
"1903_21_TeamNL_TeamB",97,3109.008,28,99,8,3111.158,-31.5096,211.665,-64.2444,320.1588,2.15000000000009
"1903_21_TeamNL_TeamB",120,3924.458,36,123,8,3926.458,-13.90713,233.8185,-29.3073,328.2015,2
"1903_21_TeamNL_TeamB",135,4585.408,40,138,8,4589.458,0.381606,237.633,-7.3614,302.334,4.04999999999927
"1903_21_TeamNL_TeamB",146,4958.308,44,149,8,4960.508,21.8235,243.5697,-54.4809,322.518,2.19999999999982
"1903_21_TeamNL_TeamB",158,5367.558,48,161,8,5369.658,-0.0918006,246.3777,14.6733,312.162,2.10000000000036
"1903_21_TeamNL_TeamB",160,5426.458,49,163,8,5429.458,-7.21875,204.462,-5.4552,308.3364,3
"1903_22_TeamNA_TeamA1",6,110.963,3,6,9,112.963,148.3743,183.2289,119.8446,250.1187,2
"1903_22_TeamNA_TeamA1",29,711.763,8,29,9,715.763,204.7248,242.838,122.4588,273.3972,4
"1903_22_TeamNA_TeamA1",34,832.663,9,34,9,835.163,99.7914,233.9514,136.1331,265.2708,2.5
"1903_22_TeamNA_TeamA1",80,2206.513,20,81,9,2208.563,93.6687,171.5784,126.924,235.9101,2.05000000000018
"1903_22_TeamNA_TeamA1",138,3902.913,36,139,9,3905.413,85.908,235.5483,129.5529,238.767,2.5
"1903_22_TeamNA_TeamA1",153,4537.463,42,154,9,4540.463,141.8718,190.5765,121.5834,236.8071,3
"1903_22_TeamNA_TeamA1",209,6416.063,55,210,9,6418.963,115.0845,208.0857,135.6621,249.912,2.89999999999964
"1903_23_TeamNA_TeamA1",6,111.81,1,6,9,114.51,156.375,189.2373,126.0633,237.6303,2.7
"1903_23_TeamNA_TeamA1",79,2366.044,20,81,9,2369.244,189.4293,225.1974,132.5214,266.8083,3.20000000000027
"1903_23_TeamNA_TeamA1",89,2734.444,24,91,8,2736.244,25.64712,194.7807,12.9714,293.8932,1.80000000000018
"1903_23_TeamNA_TeamA1",187,5767.594,45,192,9,5769.694,142.1295,186.981,126.5949,262.5165,2.10000000000036
"1903_23_TeamNA_TeamA1",191,5863.694,46,196,7,5865.994,-133.5096,222.6978,-126.8715,252.9648,2.29999999999927
"1903_24_TeamNA_TeamA1",7,201.569,3,7,7,203.669,-55.3038,198.4173,-124.1136,264.9258,2.10000000000002
"1903_24_TeamNA_TeamA1",15,491.269,6,15,8,494.469,-72.0513,293.2356,14.1537,313.9845,3.19999999999999
"1903_24_TeamNA_TeamA1",15,491.269,6,15,8,494.469,-72.0513,293.2356,14.1537,313.9845,3.19999999999999
"1903_24_TeamNA_TeamA1",31,960.419,10,31,9,964.869,148.3743,337.302,122.5212,260.1693,4.45000000000005
"1903_24_TeamNA_TeamA1",84,2708.819,24,84,8,2710.769,10.54344,210.0153,-18.1578,311.2227,1.94999999999982
"1903_24_TeamNA_TeamA1",176,5604.819,51,176,7,5606.569,-106.9791,145.8915,-126.8844,230.2479,1.75
"1903_24_TeamNA_TeamA1",196,6343.169,56,196,7,6347.169,-207.0699,232.0548,-130.8894,243.2793,4
"1903_25_TeamNH_TeamA3",18,547.811,5,18,8,549.761,-39.1998,213.5913,-8.5257,288.0126,1.94999999999993
"1903_25_TeamNH_TeamA3",27,775.711,7,27,9,779.811,119.7876,335.511,125.0439,246.4659,4.10000000000002
"1903_25_TeamNH_TeamA3",83,2733.911,24,84,7,2736.161,-85.971,225.051,-136.6281,227.1723,2.25
"1903_25_TeamNH_TeamA3",140,4804.261,41,141,8,4806.361,35.7291,229.7553,8.8299,303.4428,2.09999999999945
"1903_25_TeamNH_TeamA3",278,10228.661,77,280,7,10231.761,-80.6163,225.8937,-131.22,228.9138,3.10000000000036
"1903_25_TeamNK_TeamB",15,513.165,6,15,8,516.115,-7.56669,215.5473,5.5218,337.6395,2.95000000000005
"1903_25_TeamNK_TeamB",17,607.915,7,17,7,610.465,-202.7103,206.8398,-135.2625,259.1085,2.55000000000007
"1903_25_TeamNK_TeamB",39,1387.565,13,39,7,1390.315,-116.3799,197.8299,-139.5594,263.0766,2.75
"1903_25_TeamNK_TeamB",45,1676.565,15,46,8,1679.265,47.1738,280.7616,-8.4492,309.0732,2.70000000000005
"1903_25_TeamNK_TeamB",61,2237.865,19,63,8,2241.965,4.93149,376.314,4.7064,303.8559,4.10000000000036
"1903_25_TeamNK_TeamB",96,3556.565,31,100,7,3558.315,-108.7035,158.118,-117.4299,277.7304,1.75
"1903_25_TeamNK_TeamB",123,4547.965,38,128,8,4550.615,9.57267,271.2378,-8.6601,322.6596,2.64999999999964
"1903_25_TeamNK_TeamB",157,5976.265,48,162,9,5979.465,189.4479,239.9901,113.9805,262.4166,3.19999999999982
"1903_25_TeamNK_TeamB",159,6053.715,49,164,9,6056.015,100.7952,237.7434,168.3306,243.4962,2.30000000000018
"1903_25_TeamNK_TeamB",212,8241.815,68,220,8,8246.015,-23.94792,243.8958,-22.4193,329.4714,4.19999999999891
"1903_25_TeamNK_TeamB",250,9580.365,76,260,9,9582.765,68.1474,197.6181,115.7358,260.2812,2.39999999999964
"1903_26_TeamNH_TeamA3",145,4568.113,36,145,7,4570.613,-127.4694,181.1694,-109.2984,241.1895,2.5
"1903_26_TeamNH_TeamA3",174,5696.613,44,175,8,5699.313,32.9655,258.939,-21.6036,286.6491,2.69999999999982
"1903_26_TeamNH_TeamA3",203,6763.363,51,204,8,6767.013,54.3294,309.597,-16.8195,301.1574,3.64999999999964
"1903_26_TeamNH_TeamA3",253,8610.513,63,254,8,8615.163,60.7365,342.675,-19.0395,297.3684,4.64999999999964
"1903_26_TeamNH_TeamA3",258,8811.663,65,259,8,8816.013,59.1381,349.563,-25.1922,295.9083,4.35000000000036
"1903_26_TeamNK_TeamB",48,1418.729,13,48,8,1422.279,-48.3483,327.945,19.887,298.3296,3.54999999999995
"1903_26_TeamNK_TeamB",60,1852.679,16,60,8,1854.379,-35.7687,187.9428,5.6841,334.8441,1.69999999999982
"1903_26_TeamNK_TeamB",113,3609.629,31,116,7,3611.279,-54.5664,205.8864,-139.443,256.11,1.65000000000009
"1903_26_TeamNK_TeamB",114,3656.479,32,117,8,3658.829,-16.12149,255.3327,-21.9633,331.3221,2.35000000000036
"1903_26_TeamNK_TeamB",130,4310.929,35,133,9,4313.879,81.237,195.093,132.6222,224.046,2.94999999999982
"1903_26_TeamNK_TeamB",188,6260.529,50,193,9,6262.279,83.9733,180.9678,113.4912,281.5293,1.75
"1903_26_TeamNK_TeamB",233,7989.929,62,238,8,7993.529,1.468968,270.5658,-16.4559,335.6988,3.60000000000036
"1903_27_TeamNH_TeamA3",75,2329.424,20,77,7,2331.074,-36.0477,192.3606,-126.8505,261.4056,1.65000000000009
"1903_27_TeamNH_TeamA3",151,7389.624,43,154,9,7394.724,31.4616,231.2457,118.0524,254.4564,5.10000000000036
"1903_27_TeamNH_TeamA3",168,8008.374,47,171,9,8010.774,120.7593,229.5888,107.4516,269.757,2.40000000000055
"1903_27_TeamNK_TeamB",33,1397.457,10,33,7,1399.47,-167.1579,178.6008,-136.9368,263.0625,2.01299999999992
"1903_27_TeamNK_TeamB",70,2633.153,19,70,9,2636.519,80.0829,298.6125,120.6813,245.9211,3.36599999999999
"1903_27_TeamNK_TeamB",83,3085.913,24,83,9,3087.761,89.1849,182.4966,109.347,260.946,1.84799999999996
"1903_27_TeamNK_TeamB",158,5761.887,46,158,7,5763.57,-50.0946,186.1254,-132.5898,270.6666,1.68299999999999
"1903_27_TeamNK_TeamB",167,6023.808,50,167,7,6028.329,-110.7417,365.46,-133.4043,264.7326,4.52099999999973
"1903_27_TeamNK_TeamB",187,6935.241,58,187,9,6937.848,69.3177,240.5943,115.1199,260.778,2.60699999999997
"1903_27_TeamNK_TeamB",202,7385.625,62,202,8,7390.245,75.0186,382.455,-21.8748,303.0789,4.61999999999989
"1903_27_TeamNK_TeamB",254,9367.904,76,254,9,9370.907,181.152,222.6735,121.4718,257.1147,3.00299999999879
"1903_28_TeamNF_TeamA2",14,328.901,3,14,8,331.501,47.5914,270.4263,-13.5018,292.8987,2.59999999999997
"1903_28_TeamNF_TeamA2",21,690.501,6,21,7,693.051,-126.081,196.3977,-130.5162,242.0469,2.55000000000007
"1903_28_TeamNF_TeamA2",33,1098.751,11,33,8,1101.351,-40.4901,231.3564,13.3104,286.7205,2.60000000000014
"1903_28_TeamNF_TeamA2",36,1175.701,12,36,8,1178.151,-42.5406,264.9216,11.775,282.7695,2.45000000000005
"1903_28_TeamNF_TeamA2",176,6005.751,51,176,8,6009.701,30.7503,235.6503,-13.7085,299.0991,3.94999999999982
"1903_28_TeamNF_TeamA2",266,9289.651,74,266,7,9291.451,-83.0448,172.545,-117.747,257.8266,1.79999999999927
"1903_28_TeamNF_TeamA2",274,9690.751,77,274,7,9693.901,-62.7243,196.1298,-118.1067,258.3711,3.14999999999964
"1903_28_TeamNF_TeamA2",282,9933.801,79,282,9,9936.001,114.0714,149.9958,134.3562,262.6605,2.20000000000073
"1903_29_TeamNF_TeamA2",77,2532.729,19,77,8,2535.629,-51.5652,272.5002,-6.5847,295.0092,2.90000000000009
"1903_29_TeamNF_TeamA2",96,3212.329,23,96,8,3214.479,53.1498,207.1977,18.087,307.1493,2.14999999999964
"1903_29_TeamNF_TeamA2",171,5555.571,40,171,9,5557.721,86.3838,221.9817,116.9388,240.5529,2.14999999999964
"1903_29_TeamNF_TeamA2",180,5800.871,41,180,7,5803.071,-57.027,224.7741,-131.1291,224.8788,2.19999999999982
"1903_29_TeamNF_TeamA2",219,7354.071,51,219,7,7356.421,-184.6962,204.8223,-119.7954,249.8556,2.35000000000036
"1903_29_TeamNF_TeamA2",239,8098.421,56,239,7,8100.171,-85.2618,180.465,-115.329,233.8803,1.75
"1903_30_TeamNB_TeamA1",26,705.134,6,26,7,707.334,-88.4868,217.3881,-123.4449,255.7584,2.19999999999993
"1903_30_TeamNB_TeamA1",33,949.384,8,34,9,950.984,64.1229,181.3401,125.1003,225.6957,1.60000000000002
"1903_30_TeamNB_TeamA1",76,2328.234,19,78,7,2330.534,-140.34,185.3253,-117.1947,263.5434,2.30000000000018
"1903_30_TeamNB_TeamA1",97,3069.671,28,101,7,3072.371,-52.9053,187.5552,-123.4962,250.2066,2.70000000000027
"1903_30_TeamNB_TeamA1",120,3855.621,36,125,7,3858.321,-133.3413,192.0159,-119.6649,243.3834,2.69999999999982
"1903_30_TeamNB_TeamA1",168,5548.171,54,174,7,5550.721,-155.6013,194.7834,-122.4327,253.6407,2.54999999999927
"1903_30_TeamNB_TeamA1",176,5883.521,57,183,7,5885.471,-119.9529,169.5606,-120.171,264.4401,1.94999999999982
"1903_30_TeamNF_TeamA2",33,868.897,8,33,8,871.297,69.3288,263.9337,11.808,311.6826,2.39999999999998
"1903_30_TeamNF_TeamA2",165,5237.197,42,165,8,5240.647,-49.3281,298.5546,15.6498,307.5366,3.44999999999982
"1903_30_TeamNF_TeamA2",221,7073.597,58,221,9,7077.797,54.5544,214.8405,130.7451,255.4641,4.19999999999982
"1903_30_TeamNF_TeamA2",246,8075.797,65,246,9,8079.847,9.48297,202.0776,111.3135,246.3387,4.05000000000018
"1903_31_TeamNB_TeamA1",1,52.542,1,1,7,54.742,-51.4755,187.746,-120.0351,231.4209,2.2
"1903_31_TeamNB_TeamA1",20,711.392,7,20,8,713.942,-9.2412,256.7232,-5.7129,314.7147,2.54999999999995
"1903_31_TeamNB_TeamA1",47,1683.738,14,47,8,1687.588,-57.5865,346.935,28.047,312.8811,3.84999999999991
"1903_31_TeamNB_TeamA1",59,2030.438,18,59,7,2033.738,-92.9007,177.4428,-132.1518,254.5554,3.29999999999995
"1903_31_TeamNB_TeamA1",91,3080.588,25,92,9,3082.888,35.4264,231.3045,104.2146,254.5107,2.29999999999973
"1903_31_TeamNB_TeamA1",112,3815.438,31,114,8,3817.788,-17.20656,198.9717,4.0431,291.1965,2.34999999999991
"1903_31_TeamNB_TeamA1",114,4014.488,33,116,9,4016.588,131.9028,207.9216,103.2645,256.401,2.10000000000036
"1903_31_TeamNB_TeamA1",119,4166.738,34,121,9,4171.488,113.019,371.73,103.6104,264.4227,4.75
"1903_31_TeamNB_TeamA1",204,7005.138,53,206,9,7007.938,76.2609,284.4786,117.1353,259.6575,2.80000000000018
"1903_31_TeamNB_TeamA1",228,7889.388,62,231,7,7891.838,-49.1436,188.4426,-124.6815,263.4639,2.44999999999982
"1903_32_TeamNB_TeamA1",10,295.638,5,10,8,297.788,-20.1591,225.9318,-13.7514,303.3099,2.15000000000003
"1903_32_TeamNB_TeamA1",15,420.138,7,15,9,422.588,88.1265,256.0488,129.2547,257.3535,2.45000000000005
"1903_32_TeamNB_TeamA1",46,1379.088,17,48,8,1381.188,28.61208,186.7986,14.1762,288.6762,2.10000000000014
"1903_32_TeamNB_TeamA1",112,3455.227,37,115,8,3459.627,-0.515697,380.925,14.496,292.2936,4.40000000000009
"1903_32_TeamNB_TeamA1",118,3803.327,39,121,8,3807.677,-71.2413,356.901,14.808,304.4907,4.34999999999991
"1903_32_TeamNB_TeamA1",138,4492.077,48,141,7,4494.527,-73.9143,201.2058,-127.8216,254.6823,2.44999999999982
