"game_str","play_id","timestamp_catch","timestamp_hit","player_position","field_x_catch","field_y_catch","field_x_hit","field_y_hit","straight_distance","hit_timestamp_sec","catch_timestamp_sec","time_difference_sec","average_speed_fps","move_x","move_y","bounce_dist_from_kmeanstart","out"
"1903_08_TeamNJ_TeamB",80,2817767,2811517,9,96.5595,280.0875,132.6696,236.7696,56.394855992546,2811.517,2817.767,6.25,9.02317695880735,-36.1101,43.3179,49.9304986606382,1
"1903_09_TeamNJ_TeamB",131,4875065,4871965,9,137.9214,248.5137,138.1074,248.7882,0.331581437960566,4871.965,4875.065,3.09999999999945,0.106961754180847,-0.186000000000007,-0.274499999999989,32.4392796721814,1
"1903_09_TeamNJ_TeamB",137,5145915,5142915,9,125.8095,256.5549,128.3643,259.62,3.99021817072702,5142.915,5145.915,3,1.33007272357567,-2.55479999999999,-3.06510000000003,29.2041675837542,1
"1903_09_TeamNJ_TeamB",188,7268365,7264265,9,134.9097,248.9502,140.2359,247.6395,5.48510172467202,7264.265,7268.365,4.09999999999945,1.33782968894457,-5.3262,1.3107,30.1297599414599,1
"1903_09_TeamNJ_TeamB",214,8346165,8341615,9,120.1749,248.3874,133.5483,248.115,13.3761739417518,8341.615,8346.165,4.55000000000109,2.93981844873596,-13.3734,0.272400000000005,19.2892578594927,1
"1903_09_TeamNJ_TeamB",234,9024215,9020415,9,142.8117,271.3122,145.3572,275.9667,5.30508628582042,9020.415,9024.215,3.79999999999927,1.39607533837406,-2.5455,-4.65449999999998,51.2060223580196,1
"1903_09_TeamNJ_TeamB",281,10906765,10903315,9,132.8271,241.7436,134.4801,244.1262,2.89986064492763,10903.315,10906.765,3.44999999999891,0.840539317370594,-1.65299999999999,-2.38260000000002,24.8196340700261,1
"1903_09_TeamNJ_TeamB",70,2629365,2624465,9,136.5411,271.3995,134.6475,263.4753,8.14731039055219,2624.465,2629.365,4.89999999999964,1.66271640623526,1.89359999999999,7.92419999999998,47.5052690704936,1
"1903_09_TeamNJ_TeamB",85,3223215,3218865,9,121.6755,252.8148,125.3211,259.5948,7.69797371780395,3218.865,3223.215,4.35000000000036,1.7696491305295,-3.6456,-6.78000000000003,23.8657327415271,1
"1903_10_TeamNJ_TeamB",120,4149239,4143839,9,68.1516,299.6823,107.9961,245.5758,67.1944753867459,4143.839,4149.239,5.39999999999964,12.4434213679167,-39.8445,54.1065,79.5750106242531,1
"1903_10_TeamNJ_TeamB",143,5095422,5090572,9,32.6049,272.8386,111.1851,257.5797,80.0479972344718,5090.572,5095.422,4.84999999999945,16.5047416978311,-78.5802,15.2589,87.5088152929178,1
"1903_10_TeamNJ_TeamB",177,6236522,6231572,9,162.2418,155.5125,137.2503,249.0714,96.8392629126224,6231.572,6236.522,4.94999999999982,19.5634874570962,24.9915,-93.5589,92.6258242796792,1
"1903_10_TeamNJ_TeamB",179,6413372,6409972,9,126.7725,290.121,110.8998,251.1105,42.116050569112,6409.972,6413.372,3.40000000000055,12.3870736967957,15.8727,39.0105,60.4927053226255,1
"1903_10_TeamNJ_TeamB",214,7527422,7524072,9,114.4098,205.5924,136.0914,242.2572,42.5957666628974,7524.072,7527.422,3.34999999999945,12.7151542277326,-21.6816,-36.6648,26.7732641603522,1
"1903_10_TeamNJ_TeamB",216,7589822,7586272,9,157.083,186.3729,139.5729,240.6981,57.0774119687465,7586.272,7589.822,3.55000000000018,16.0781442165475,17.5101,-54.3252,65.5640232399599,1
"1903_10_TeamNJ_TeamB",225,7923572,7917372,9,112.7214,269.388,116.7585,259.9971,10.2218970460478,7917.372,7923.572,6.19999999999982,1.64869307194323,-4.0371,9.39089999999999,37.4869118754799,1
"1903_10_TeamNJ_TeamB",69,2448439,2443939,9,120.8958,178.0173,131.6181,249.8928,72.6708691123204,2443.939,2448.439,4.5,16.1490820249601,-10.7223,-71.8755,55.0713206390586,1
"1903_10_TeamNJ_TeamB",8,238589,235189,9,139.1289,278.1954,111.0126,257.7228,34.7800758545751,235.189,238.589,3.40000000000001,10.229434074875,28.1163,20.4726,54.6123410628953,1
"1903_11_TeamNC_TeamA1",102,8805386,8801336,9,91.9176,269.4984,133.7847,267.6477,41.907984357399,8801.336,8805.386,4.05000000000109,10.3476504586142,-41.8671,1.85070000000002,41.6305559934047,1
"1903_11_TeamNC_TeamA1",11,201300,195900,9,92.8338,385.1076,135.3267,303.4644,92.0394407667169,195.9,201.3,5.40000000000001,17.0443408827253,-42.4929,81.6432,154.066919227328,0
"1903_11_TeamNC_TeamA1",116,9323286,9318986,9,112.0152,190.6017,116.4078,229.5537,39.1988933359094,9318.986,9323.286,4.29999999999927,9.11602170602698,-4.3926,-38.952,41.4473192610813,1
"1903_11_TeamNC_TeamA1",124,9548586,9541636,9,135.7614,347.4561,130.8132,239.6256,107.943973493151,9541.636,9548.586,6.94999999999891,15.5315069774342,4.94820000000001,107.8305,118.295227110691,1
"1903_11_TeamNC_TeamA1",142,10205886,10201286,9,152.7243,335.4015,134.52,274.0881,63.9588114183652,10201.286,10205.886,4.60000000000036,13.9040894387739,18.2043,61.3134,111.880454113934,0
"1903_11_TeamNC_TeamA1",158,10783436,10779536,9,189.0798,200.6664,125.6274,232.8051,71.1273723924201,10779.536,10783.436,3.89999999999964,18.2377877929299,63.4524,-32.1387,85.0612088851316,0
"1903_11_TeamNC_TeamA1",169,11079686,11076936,9,130.4031,208.5825,119.8914,241.3371,34.3999950297961,11076.936,11079.686,2.75,12.509089101744,10.5117,-32.7546,31.059069462236,1
"1903_11_TeamNC_TeamA1",190,11891986,11888186,9,128.1069,237.2886,131.3439,246.8025,10.0495005950545,11888.186,11891.986,3.80000000000109,2.64460541975042,-3.237,-9.51390000000001,18.8634333452317,1
"1903_11_TeamNC_TeamA1",197,12094436,12087836,9,133.4373,351.9549,127.4115,242.0532,110.066770319338,12087.836,12094.436,6.60000000000036,16.676783381717,6.02579999999999,109.9017,122.223095466037,1
"1903_11_TeamNC_TeamA1",202,12298736,12294486,9,139.6344,225.0108,126.8922,248.3715,26.6098847297391,12294.486,12298.736,4.25,6.2611493481739,12.7422,-23.3607,30.4474396296306,1
"1903_11_TeamNC_TeamA1",205,12506436,12502836,9,101.1798,263.3412,112.8801,279.9657,20.3290683588796,12502.836,12506.436,3.60000000000036,5.64696343302155,-11.7003,-16.6245,32.5586662116248,1
"1903_11_TeamNC_TeamA1",24,767000,763750,9,146.0544,308.7015,142.3788,309.4161,3.74442098594693,763.75,767,3.25,1.15212953413752,3.67559999999997,-0.714599999999962,84.7528162458924,0
"1903_11_TeamNC_TeamA1",256,14363936,14360286,9,139.0764,290.3289,133.9821,252.7803,37.892601579332,14360.286,14363.936,3.64999999999964,10.3815346792701,5.0943,37.5486,65.1743631512422,1
"1903_11_TeamNC_TeamA1",26,823900,820050,9,90.0435,296.1027,141.3951,255.0885,65.720251248759,820.05,823.9,3.85000000000002,17.0701951295477,-51.3516,41.0142,67.1373073599173,1
"1903_11_TeamNC_TeamA1",31,944400,941250,9,108.18,225.0969,129.5112,260.889,41.6664675230574,941.25,944.4,3.14999999999998,13.2274500073199,-21.3312,-35.7921,7.13899079772484,1
"1903_11_TeamNC_TeamA1",32,1007900,1003250,9,178.1793,248.6955,125.5557,239.4426,53.4308846583135,1003.25,1007.9,4.64999999999998,11.4905128297449,52.6236,9.25290000000001,70.1937081848509,1
"1903_11_TeamNC_TeamA1",39,1336750,1333200,9,125.9574,240.435,138.7797,283.9464,45.3613635955755,1333.2,1336.75,3.54999999999995,12.7778489001623,-12.8223,-43.5114,18.0495938946005,1
"1903_12_TeamNC_TeamA1",205,7496354,7490254,9,59.4855,229.4676,142.4241,266.1675,90.6956119664563,7490.254,7496.354,6.10000000000036,14.8681331092542,-82.9386,-36.6999,50.5779374827602,1
"1903_12_TeamNC_TeamA1",61,1947248,1941098,9,92.5356,348.3447,132.3948,268.1406,89.562567412117,1941.098,1947.248,6.15000000000009,14.5630190914009,-39.8592,80.2041,117.648180969576,1
"1903_12_TeamNC_TeamA1",69,2225454,2221654,9,87.1011,280.0074,133.7325,264.6984,49.0800666967762,2221.654,2225.454,3.80000000000018,12.9158070254668,-46.6314,15.309,53.1890033368741,1
"1903_13_TeamNG_TeamA3",125,4012834,4008884,9,123.6267,169.2642,119.4015,234.3045,65.177395921669,4008.884,4012.834,3.94999999999982,16.5006065624486,4.2252,-65.0403,64.1986569526965,1
"1903_13_TeamNG_TeamA3",177,5890984,5885734,9,226.3857,232.6254,127.9773,253.1478,100.525529555034,5885.734,5890.984,5.25,19.1477199152446,98.4084,-20.5224,116.387380285192,0
"1903_13_TeamNG_TeamA3",194,6616634,6612384,9,150.5535,225.4548,120.2433,229.8525,30.627569105791,6612.384,6616.634,4.25,7.2064868484214,30.3102,-4.39769999999999,41.0782911680854,1
"1903_14_TeamNG_TeamA3",106,4276882,4273282,9,84.957,222.6924,125.2983,254.4093,51.3164908318954,4273.282,4276.882,3.59999999999945,14.2545807866398,-40.3413,-31.7169,26.71672260514,1
"1903_14_TeamNG_TeamA3",126,4958782,4952782,9,112.7079,350.9055,126.0048,254.4411,97.3765270328019,4952.782,4958.782,6,16.2294211721337,-13.2969,96.4644,118.936330247154,1
"1903_14_TeamNG_TeamA3",133,5153232,5146532,9,112.7826,246.9237,123.6555,252.2475,12.1063124381457,5146.532,5153.232,6.69999999999982,1.80691230420089,-10.8729,-5.32380000000001,15.180898670698,1
"1903_14_TeamNG_TeamA3",205,8077471,8073721,9,104.1207,189.0012,120.2517,238.4346,51.998751875021,8073.721,8077.471,3.75,13.8663338333389,-16.131,-49.4334,43.3988821276539,1
"1903_14_TeamNG_TeamA3",52,1644932,1639382,9,198.2895,233.6565,133.929,259.4922,69.3524141954698,1639.382,1644.932,5.54999999999995,12.4959304856703,64.3605,-25.8357,88.3050383755083,1
"1903_14_TeamNG_TeamA3",67,2160401,2156501,9,81.4152,247.0545,128.7243,264.9051,50.5647591032529,2156.501,2160.401,3.89999999999964,12.9653228469891,-47.3091,-17.8506,32.3067912564835,1
"1903_14_TeamNG_TeamA3",87,2844922,2840472,9,62.379,234.4071,124.3092,256.8615,65.8752590233997,2840.472,2844.922,4.44999999999982,14.803428994023,-61.9302,-22.4544,47.6817970656518,1
"1903_15_TeamNG_TeamA3",143,4727519,4722069,9,107.0838,260.2653,131.1849,252.6549,25.2741213372493,4722.069,4727.519,5.44999999999982,4.63745345637617,-24.1011,7.61040000000003,28.4153375227183,1
"1903_15_TeamNG_TeamA3",20,646969,642569,9,143.9841,206.676,133.5708,260.0148,54.3457855066058,642.569,646.969,4.40000000000009,12.3513148878647,10.4133,-53.3388,42.3818832617193,1
"1903_15_TeamNG_TeamA3",250,8468869,8462819,9,99.0048,217.4382,124.296,258.4848,48.2127386589893,8462.819,8468.869,6.05000000000109,7.9690477122282,-25.2912,-41.0466,18.2466556464466,1
"1903_15_TeamNG_TeamA3",268,9106719,9102419,9,125.9709,230.2932,128.3874,242.5146,12.4580130923835,9102.419,9106.719,4.29999999999927,2.89721234706643,-2.41650000000001,-12.2214,16.061843388914,1
"1903_15_TeamNG_TeamA3",29,923569,920819,9,118.4403,235.5399,132.6309,262.0338,30.0549474391488,920.819,923.569,2.75,10.9290717960541,-14.1906,-26.4939,9.15257101037735,1
"1903_15_TeamNG_TeamA3",301,10365969,10359619,9,231.3216,245.6583,116.3208,232.1067,115.796501947166,10359.619,10365.969,6.34999999999854,18.2356695979831,115.0008,13.5516,122.088000169755,1
"1903_15_TeamNG_TeamA3",55,1783769,1780419,9,113.5236,282.1923,137.6661,252.8214,38.0198641904465,1780.419,1783.769,3.34999999999991,11.3492131911784,-24.1425,29.3709,50.3158298773855,1
"1903_16_TeamNI_TeamA3",100,3055018,3050118,9,85.9287,317.2713,124.743,242.2458,84.4711520860228,3050.118,3055.018,4.90000000000009,17.2390106298003,-38.8143,75.0255,88.603736305982,1
"1903_16_TeamNI_TeamA3",136,4364718,4359418,9,137.5122,286.7475,132.9066,265.7964,21.4513436075692,4359.418,4364.718,5.30000000000018,4.04742332218273,4.60560000000001,20.9511,61.271607658768,1
"1903_16_TeamNI_TeamA3",204,6481268,6477718,9,165.1266,200.5908,136.1274,246.1704,54.0227131565974,6477.718,6481.268,3.55000000000018,15.217665677914,28.9992,-45.5796,63.4466695122762,1
"1903_16_TeamNI_TeamA3",26,774568,769718,9,186.2241,215.2599,131.166,243.1521,61.720087463078,769.718,774.568,4.85000000000002,12.7257912295006,55.0581,-27.8922,78.0406584340496,1
"1903_16_TeamNI_TeamA3",63,1919018,1915218,9,189.8499,222.147,134.4999,239.0625,57.8770821677285,1915.218,1919.018,3.79999999999995,15.2308110967708,55.35,-16.9155,80.45550409394,0
"1903_16_TeamNI_TeamA3",78,2416118,2410318,9,90.6153,213.1302,120.8043,250.5681,48.0933683308832,2410.318,2416.118,5.79999999999973,8.29196005704922,-30.189,-37.4379,27.0524665442913,1
"1903_17_TeamNI_TeamA3",110,4102663,4098813,9,162.4923,234.0357,119.1012,254.0106,47.7680247573625,4098.813,4102.663,3.84999999999945,12.4072791577583,43.3911,-19.9749,52.5317583351252,1
"1903_17_TeamNI_TeamA3",131,4722913,4719213,9,144.813,209.3382,128.3748,259.4094,52.7004695299767,4719.213,4722.913,3.69999999999982,14.2433701432376,16.4382,-50.0712,41.5391640291424,1
"1903_17_TeamNI_TeamA3",31,1080683,1078233,9,106.0644,238.7034,107.4906,266.9016,28.2342439190427,1078.233,1080.683,2.45000000000005,11.5241811914458,-1.42619999999999,-28.1982,7.77332097111651,1
"1903_17_TeamNI_TeamA3",40,1365883,1361383,9,167.8956,154.9896,126.87,237.2529,91.9257873626873,1361.383,1365.883,4.5,20.4279527472638,41.0256,-82.2633,96.3457430690116,0
"1903_17_TeamNI_TeamA3",63,2160283,2154483,9,61.7073,264.0696,129.7344,239.0943,72.4669024072369,2154.483,2160.283,5.79999999999973,12.4942935184897,-68.0271,24.9753,57.971062759363,1
"1903_17_TeamNI_TeamA3",71,2355633,2352483,9,100.581,207.5526,116.8971,234.9441,31.8827444154357,2352.483,2355.633,3.14999999999964,10.1215061636316,-16.3161,-27.3915,26.1991016594081,1
