"game_str","play_id","timestamp_hit","at_bat","play_per_game","player_position","timestamp_bounce","bounce_position_x","bounce_position_y","field_x","field_y","hangtime","bounce_dist_from_kmeanstart","out"
"1903_17_TeamNI_TeamA3",163,5851.113,48,163,8,5855.013,-56.9565,357.924,10.8318,320.2185,3.89999999999964,142.390157428596,0
"1903_18_TeamNI_TeamA3",17,413.666,5,17,8,416.516,-20.2824,244.4721,8.4282,294.9192,2.85000000000002,91.8010329191815,0
"1903_18_TeamNI_TeamA3",188,6007.231,51,189,8,6009.931,-56.3436,264.6564,-2.313,298.4451,2.69999999999982,66.3593249787902,0
"1903_18_TeamNI_TeamA3",191,6100.081,52,192,8,6102.481,8.01885,245.496,8.6472,289.7589,2.39999999999964,119.815440172353,0
"1903_19_TeamNL_TeamB",29,906.601,9,30,8,909.051,7.84434,252.2295,-2.9469,300.6858,2.45000000000005,120.931334312883,0
"1903_19_TeamNL_TeamB",275,9390.951,73,279,8,9393.051,-69.7503,227.6817,-38.3088,320.5959,2.10000000000036,40.4665136054687,1
"1903_20_TeamNL_TeamB",156,5227.716,41,156,8,5229.466,-12.72369,220.5792,-10.4238,303.0699,1.75,97.594399008678,0
"1903_20_TeamNL_TeamB",238,8128.566,61,241,8,8132.666,-7.58862,374.064,13.8306,297.1839,4.10000000000036,180.251230808321,0
"1903_21_TeamNL_TeamB",97,3109.008,28,99,8,3111.158,-31.5096,211.665,-64.2444,320.1588,2.15000000000009,79.935135309279,0
"1903_21_TeamNL_TeamB",120,3924.458,36,123,8,3926.458,-13.90713,233.8185,-29.3073,328.2015,2,96.5973164876464,0
"1903_21_TeamNL_TeamB",135,4585.408,40,138,8,4589.458,0.381606,237.633,-7.3614,302.334,4.04999999999927,111.18288246896,0
"1903_21_TeamNL_TeamB",146,4958.308,44,149,8,4960.508,21.8235,243.5697,-54.4809,322.518,2.19999999999982,133.182602439031,0
"1903_21_TeamNL_TeamB",158,5367.558,48,161,8,5369.658,-0.0918006,246.3777,14.6733,312.162,2.10000000000036,111.980676986496,0
"1903_21_TeamNL_TeamB",160,5426.458,49,163,8,5429.458,-7.21875,204.462,-5.4552,308.3364,3,105.155465314907,0
"1903_23_TeamNA_TeamA1",89,2734.444,24,91,8,2736.244,25.64712,194.7807,12.9714,293.8932,1.80000000000018,139.331544058479,0
"1903_24_TeamNA_TeamA1",15,491.269,6,15,8,494.469,-72.0513,293.2356,14.1537,313.9845,3.19999999999999,77.4199032336886,0
"1903_24_TeamNA_TeamA1",15,491.269,6,15,8,494.469,-72.0513,293.2356,14.1537,313.9845,3.19999999999999,77.4199032336886,0
"1903_24_TeamNA_TeamA1",84,2708.819,24,84,8,2710.769,10.54344,210.0153,-18.1578,311.2227,1.94999999999982,121.753427068063,0
"1903_25_TeamNH_TeamA3",18,547.811,5,18,8,549.761,-39.1998,213.5913,-8.5257,288.0126,1.94999999999993,72.0270885969034,0
"1903_25_TeamNH_TeamA3",140,4804.261,41,141,8,4806.361,35.7291,229.7553,8.8299,303.4428,2.09999999999945,145.956751522338,0
"1903_25_TeamNK_TeamB",15,513.165,6,15,8,516.115,-7.56669,215.5473,5.5218,337.6395,2.95000000000005,103.125048440158,0
"1903_25_TeamNK_TeamB",45,1676.565,15,46,8,1679.265,47.1738,280.7616,-8.4492,309.0732,2.70000000000005,166.654520153932,0
"1903_25_TeamNK_TeamB",61,2237.865,19,63,8,2241.965,4.93149,376.314,4.7064,303.8559,4.10000000000036,189.441463403103,0
"1903_25_TeamNK_TeamB",123,4547.965,38,128,8,4550.615,9.57267,271.2378,-8.6601,322.6596,2.64999999999964,128.060071683006,0
"1903_25_TeamNK_TeamB",212,8241.815,68,220,8,8246.015,-23.94792,243.8958,-22.4193,329.4714,4.19999999999891,88.094993500889,0
"1903_26_TeamNH_TeamA3",174,5696.613,44,175,8,5699.313,32.9655,258.939,-21.6036,286.6491,2.69999999999982,146.914978591379,0
"1903_26_TeamNH_TeamA3",203,6763.363,51,204,8,6767.013,54.3294,309.597,-16.8195,301.1574,3.64999999999964,184.593825853225,0
"1903_26_TeamNH_TeamA3",253,8610.513,63,254,8,8615.163,60.7365,342.675,-19.0395,297.3684,4.64999999999964,207.022315282404,0
"1903_26_TeamNH_TeamA3",258,8811.663,65,259,8,8816.013,59.1381,349.563,-25.1922,295.9083,4.35000000000036,209.693119065847,0
"1903_26_TeamNK_TeamB",48,1418.729,13,48,8,1422.279,-48.3483,327.945,19.887,298.3296,3.54999999999995,119.353829277219,0
"1903_26_TeamNK_TeamB",60,1852.679,16,60,8,1854.379,-35.7687,187.9428,5.6841,334.8441,1.69999999999982,83.5078879886234,0
"1903_26_TeamNK_TeamB",114,3656.479,32,117,8,3658.829,-16.12149,255.3327,-21.9633,331.3221,2.35000000000036,98.5656857300835,0
"1903_26_TeamNK_TeamB",233,7989.929,62,238,8,7993.529,1.468968,270.5658,-16.4559,335.6988,3.60000000000036,120.265123595742,0
"1903_27_TeamNK_TeamB",202,7385.625,62,202,8,7390.245,75.0186,382.455,-21.8748,303.0789,4.61999999999989,242.530353676521,0
"1903_28_TeamNF_TeamA2",14,328.901,3,14,8,331.501,47.5914,270.4263,-13.5018,292.8987,2.59999999999997,163.942521615617,0
"1903_28_TeamNF_TeamA2",33,1098.751,11,33,8,1101.351,-40.4901,231.3564,13.3104,286.7205,2.60000000000014,69.9023435826082,0
"1903_28_TeamNF_TeamA2",36,1175.701,12,36,8,1178.151,-42.5406,264.9216,11.775,282.7695,2.45000000000005,78.1077287578736,0
"1903_28_TeamNF_TeamA2",176,6005.751,51,176,8,6009.701,30.7503,235.6503,-13.7085,299.0991,3.94999999999982,141.26591634156,0
"1903_29_TeamNF_TeamA2",77,2532.729,19,77,8,2535.629,-51.5652,272.5002,-6.5847,295.0092,2.90000000000009,74.9073291833831,0
"1903_29_TeamNF_TeamA2",96,3212.329,23,96,8,3214.479,53.1498,207.1977,18.087,307.1493,2.14999999999964,164.387271897737,0
"1903_30_TeamNF_TeamA2",33,868.897,8,33,8,871.297,69.3288,263.9337,11.808,311.6826,2.39999999999998,183.499078401514,0
"1903_30_TeamNF_TeamA2",165,5237.197,42,165,8,5240.647,-49.3281,298.5546,15.6498,307.5366,3.44999999999982,94.8045241510098,0
"1903_31_TeamNB_TeamA1",20,711.392,7,20,8,713.942,-9.2412,256.7232,-5.7129,314.7147,2.54999999999995,105.549449339981,0
"1903_31_TeamNB_TeamA1",47,1683.738,14,47,8,1687.588,-57.5865,346.935,28.047,312.8811,3.84999999999991,132.009105496718,0
"1903_31_TeamNB_TeamA1",112,3815.438,31,114,8,3817.788,-17.20656,198.9717,4.0431,291.1965,2.34999999999991,96.7772455875303,0
"1903_32_TeamNB_TeamA1",10,295.638,5,10,8,297.788,-20.1591,225.9318,-13.7514,303.3099,2.15000000000003,90.0164158401243,0
"1903_32_TeamNB_TeamA1",46,1379.088,17,48,8,1381.188,28.61208,186.7986,14.1762,288.6762,2.10000000000014,144.177837408497,0
"1903_32_TeamNB_TeamA1",112,3455.227,37,115,8,3459.627,-0.515697,380.925,14.496,292.2936,4.40000000000009,189.927702952175,0
"1903_32_TeamNB_TeamA1",118,3803.327,39,121,8,3807.677,-71.2413,356.901,14.808,304.4907,4.34999999999991,136.709169757077,0
