"game_str","play_id","timestamp_catch","timestamp_hit","player_position","field_x_catch","field_y_catch","field_x_hit","field_y_hit","straight_distance","hit_timestamp_sec","catch_timestamp_sec","time_difference_sec","average_speed_fps","move_x","move_y","bounce_dist_from_kmeanstart","out"
"1903_03_TeamNE_TeamA2",142,4021778,4017378,8,13.3131,253.6182,-10.3749,309.3981,60.6013084678046,4017.378,4021.778,4.39999999999964,13.7730246517749,23.688,-55.7799,58.1702002992082,1
"1903_03_TeamNE_TeamA2",145,4252428,4246628,8,-31.7076,249.8319,-10.2153,302.4801,56.8660876316456,4246.628,4252.428,5.80000000000018,9.8044978675248,-21.4923,-52.6482,67.5511432573128,1
"1903_03_TeamNE_TeamA2",192,5861728,5856128,8,66.7938,345.2838,-12.4644,307.6812,87.7258103068875,5856.128,5861.728,5.60000000000036,15.665323269086,79.2582,37.6026,76.4260810252626,1
"1903_03_TeamNE_TeamA2",278,9132378,9127528,8,0.789,343.4346,-10.8705,285.0507,59.5367426003472,9127.528,9132.378,4.85000000000036,12.2756170309985,11.6595,58.3839,33.4824281998782,1
"1903_03_TeamNE_TeamA2",280,9240628,9237828,8,-18.3876,274.617,11.7348,293.6052,35.6077340054096,9237.828,9240.628,2.80000000000109,12.7170478590699,-30.1224,-18.9882,39.4244254588447,1
"1903_03_TeamNE_TeamA2",286,9445078,9439628,8,15.5241,318.5112,-9.7044,286.4643,40.7857942408873,9439.628,9445.078,5.44999999999891,7.48363197080652,25.2285,32.0469,18.587264625275,1
"1903_03_TeamNE_TeamA2",34,929628,925478,8,-37.4733,261.2178,-15.0042,309.3246,53.0954297567125,925.478,929.628,4.15000000000009,12.7940794594485,-22.4691,-48.1068,60.9098075003525,1
"1903_03_TeamNE_TeamA2",57,1591328,1587878,8,-53.2443,261.4404,-26.1279,304.6992,51.0550969678836,1587.878,1591.328,3.45000000000005,14.7985788312704,-27.1164,-43.2588,71.3267245473252,0
"1903_03_TeamNE_TeamA2",58,1627628,1623878,8,23.3253,270.4098,-15.9468,309.0732,55.1104013591808,1623.878,1627.628,3.75,14.6961070291149,39.2721,-38.6634,46.4661614094601,1
"1903_03_TeamNE_TeamA2",88,2453228,2450378,8,2.388,299.2809,-26.3556,290.2302,30.1348587428247,2450.378,2453.228,2.84999999999991,10.5736346466055,28.7436,9.05069999999995,11.2417813895308,1
"1903_04_TeamNC_TeamA1",19,649119,645269,8,-46.3557,251.5377,-24.7104,292.4166,46.255848033519,645.269,649.119,3.85000000000002,12.0145059827321,-21.6453,-40.8789,73.993108082983,1
"1903_04_TeamNC_TeamA1",58,2009469,2004419,8,7.6065,344.3745,-20.7237,292.6635,58.9629354174298,2004.419,2009.469,5.04999999999995,11.6758287955308,28.3302,51.711,35.4355484295079,1
"1903_04_TeamNC_TeamA1",83,2794769,2791169,8,2.8755,271.6851,-21.1845,313.8696,48.5635217035379,2791.169,2794.769,3.59999999999991,13.489867139872,24.06,-42.1845,38.5104020007582,1
"1903_04_TeamNC_TeamA1",96,3333119,3330069,8,-18.147,283.4127,-8.727,303.5898,22.2677292153915,3330.069,3333.119,3.05000000000018,7.3008948247181,-9.42,-20.1771000000001,31.6370689269724,1
"1903_05_TeamND_TeamA2",117,3443262,3438162,8,-3.3735,317.7948,-15.7065,312.8613,13.2831589334013,3438.162,3443.262,5.10000000000036,2.60454096733341,12.333,4.93349999999998,8.14815373504944,1
"1903_05_TeamND_TeamA2",126,3746862,3743762,8,-8.9802,312.2097,-7.8558,315.0705,3.07383343725712,3743.762,3746.862,3.09999999999991,0.991559173308777,-1.1244,-2.86079999999998,8.28048103252462,1
"1903_05_TeamND_TeamA2",138,4152412,4148412,8,-32.5662,303.963,-19.7679,308.694,13.6447368567518,4148.412,4152.412,4,3.41118421418794,-12.7983,-4.73099999999999,32.138300381943,1
"1903_05_TeamND_TeamA2",155,4599462,4594712,8,-15.4455,308.6148,-30.3225,302.9376,15.9234333245064,4594.712,4599.462,4.75,3.35230175252766,14.877,5.67720000000003,14.5117624460298,1
"1903_05_TeamND_TeamA2",208,6575562,6570012,8,25.5003,322.2558,-8.8869,315.729,35.0011234402555,6570.012,6575.562,5.55000000000018,6.30650872797375,34.3872,6.52680000000004,29.1970980361063,1
"1903_05_TeamND_TeamA2",211,6693312,6686412,8,84.9021,333.3021,19.455,310.128,69.4288254921542,6686.412,6693.312,6.89999999999964,10.0621486220519,65.4471,23.1741,89.0065090250146,1
"1903_05_TeamND_TeamA2",231,7485662,7479812,8,-12.7197,316.3494,7.5678,313.9602,20.4277001370688,7479.812,7485.662,5.85000000000036,3.49191455334487,-20.2875,2.38920000000002,13.329150327384,1
"1903_05_TeamND_TeamA2",262,8515512,8511712,8,-12.5919,306.7917,-14.826,308.5377,2.83543979128458,8511.712,8515.512,3.80000000000109,0.746168366127306,2.2341,-1.74599999999998,12.0276903227511,1
"1903_05_TeamND_TeamA2",272,8767262,8763112,8,-38.3967,307.7313,-30.966,311.8806,8.51069873629659,8763.112,8767.262,4.15000000000146,2.05077077982978,-7.4307,-4.14930000000004,37.4654530278228,1
"1903_05_TeamND_TeamA2",3,66062,61112,8,-20.0106,303.2202,-10.6779,310.4064,11.7788267552418,61.112,66.062,4.95,2.37956096065492,-9.3327,-7.18620000000004,20.1833743561378,1
"1903_05_TeamND_TeamA2",318,10478362,10472162,8,16.6866,291.5082,25.5921,304.2003,15.504751938035,10472.162,10478.362,6.19999999999891,2.50076644161899,-8.9055,-12.6921,25.5883271590778,1
"1903_05_TeamND_TeamA2",321,10688812,10685412,8,10.0113,323.2122,9.4266,324.0327,1.00751890304846,10685.412,10688.812,3.39999999999964,0.296329089131931,0.5847,-0.820499999999981,17.1991556923589,1
"1903_05_TeamND_TeamA2",63,1777912,1774812,8,-18.9411,299.2293,-20.3175,301.9356,3.03620431624751,1774.812,1777.912,3.10000000000014,0.979420747176572,1.3764,-2.7063,20.9258464034313,1
"1903_05_TeamND_TeamA2",95,2863662,2857762,8,42.3309,336.7998,15.7446,334.9062,26.6536501937352,2857.762,2863.662,5.89999999999964,4.51756782944692,26.5863,1.89359999999999,50.948956562917,1
"1903_06_TeamND_TeamA2",12,227324,221824,8,-31.8081,285.1479,-14.685,312.4473,32.2251112328569,221.824,227.324,5.5,5.85911113324671,-17.1231,-27.2994,39.5823938136642,1
"1903_06_TeamND_TeamA2",137,4324874,4321124,8,-24.2784,297.7719,-21.7779,300.3969,3.62534484566641,4321.124,4324.874,3.75,0.966758625511043,-2.5005,-2.625,26.2946826596177,1
"1903_06_TeamND_TeamA2",163,5369824,5365924,8,10.8723,292.5534,14.3466,299.6334,7.88651764025161,5365.924,5369.824,3.89999999999964,2.02218401032111,-3.4743,-7.07999999999998,21.102970379783,1
"1903_06_TeamND_TeamA2",172,5675474,5670724,8,26.4351,314.6358,9.8853,312.4941,16.6878026992771,5670.724,5675.474,4.75,3.51322162090044,16.5498,2.14170000000001,27.8240067864066,1
"1903_06_TeamND_TeamA2",182,6086974,6083324,8,-20.8389,291.7971,-20.8479,294.2676,2.47051639338825,6083.324,6086.974,3.65000000000055,0.676853806407638,0.00900000000000034,-2.47050000000002,26.9244781123052,1
"1903_06_TeamND_TeamA2",26,733824,729674,8,-14.7081,305.6685,-20.5302,312.4485,8.93673589237147,729.674,733.824,4.14999999999998,2.15343033551121,5.8221,-6.78000000000003,14.3761572702861,1
"1903_06_TeamND_TeamA2",47,1402724,1397724,8,-17.457,322.2828,-16.3611,306.2037,16.1164032470027,1397.724,1402.724,5,3.22328064940054,-1.0959,16.0791,20.5353360050426,1
"1903_06_TeamND_TeamA2",53,1633824,1629824,8,17.4651,311.6919,13.8735,315.3732,5.1431080340588,1629.824,1633.824,4,1.2857770085147,3.5916,-3.68130000000002,18.5424497739646,1
"1903_06_TeamND_TeamA2",96,3035874,3030874,8,-29.6919,313.3008,-23.5404,304.3242,10.8821091618307,3030.874,3035.874,5,2.17642183236614,-6.1515,8.97659999999996,28.8811427448777,1
"1903_07_TeamND_TeamA2",150,4406873,4403373,8,-79.4034,260.5119,-36.7689,292.3758,53.2260153821418,4403.373,4406.873,3.5,15.2074329663262,-42.6345,-31.8639,92.715506648942,0
"1903_07_TeamND_TeamA2",152,4458873,4453623,8,-110.0835,308.7495,-35.1339,293.076,76.5708896540324,4453.623,4458.873,5.25,14.5849313626728,-74.9496,15.6735,109.090667439979,0
"1903_07_TeamND_TeamA2",156,4643923,4640623,8,-3.4725,321.966,-19.6428,295.1079,31.3502175064225,4640.623,4643.923,3.30000000000018,9.50006591103661,16.1703,26.8581,12.2187729437125,1
"1903_07_TeamND_TeamA2",158,4709973,4705323,8,31.8627,239.8635,-12.3651,299.8092,74.4955383988196,4705.323,4709.973,4.64999999999964,16.0205458922205,44.2278,-59.9457,77.4537648119186,1
"1903_07_TeamND_TeamA2",174,5167073,5160373,8,-88.3956,370.0074,-15.8115,287.6247,109.796907206442,5160.373,5167.073,6.70000000000073,16.3875980905119,-72.5841,82.3827,106.01357910249,1
"1903_07_TeamND_TeamA2",240,7635623,7631623,8,32.4543,280.6098,-23.7288,287.463,56.5995324702422,7631.623,7635.623,4,14.1498831175605,56.1831,-6.85320000000002,44.5305967232643,1
"1903_07_TeamND_TeamA2",37,1008823,1004223,8,53.0961,284.9946,12.8064,318.2661,52.2518194739666,1004.223,1008.823,4.60000000000002,11.3590911899927,40.2897,-33.2715,59.5957889818568,1
"1903_07_TeamND_TeamA2",47,1200473,1196773,8,-58.4919,275.7459,-16.1268,306.9936,52.64238267119,1196.773,1200.473,3.70000000000005,14.2276709922133,-42.3651,-31.2477,66.9228057721731,1
"1903_07_TeamND_TeamA2",62,1720123,1716673,8,90.8562,264.4539,33.849,292.6995,63.6210246003631,1716.673,1720.123,3.45000000000005,18.4408766957572,57.0072,-28.2456,102.528087389017,0
"1903_08_TeamNJ_TeamB",108,3687067,3681867,8,19.5387,263.8368,-12.5817,319.1493,63.9624323522019,3681.867,3687.067,5.19999999999982,12.3004677600393,32.1204,-55.3125,50.5260252932091,1
"1903_08_TeamNJ_TeamB",155,5514517,5510467,8,92.6769,322.1355,15.3987,308.6274,78.4499137083655,5510.467,5514.517,4.05000000000018,19.3703490637931,77.2782,13.5081,94.4596842777912,0
"1903_08_TeamNJ_TeamB",163,5748217,5745617,8,37.0698,278.9277,11.1576,311.7261,41.7992482157275,5745.617,5748.217,2.59999999999945,16.0766339291293,25.9122,-32.7984,49.1405891227405,1
"1903_08_TeamNJ_TeamB",18,507967,502717,8,-8.1801,353.3805,10.845,316.9455,41.1030857115375,502.717,507.967,5.25,7.82915918315,-19.0251,36.435,43.970690422826,1
"1903_08_TeamNJ_TeamB",201,7219267,7216217,8,-46.4649,296.2566,-4.7169,319.122,47.5996010609333,7216.217,7219.267,3.05000000000018,15.6064265773542,-41.748,-22.8654,47.4967175241616,1
"1903_08_TeamNJ_TeamB",73,2490167,2486567,8,26.0844,297.2184,5.5635,319.1295,30.0200539643086,2486.567,2490.167,3.59999999999991,8.33890387897483,20.5209,-21.9111,29.948856771503,1
"1903_08_TeamNJ_TeamB",93,3241967,3238517,8,31.776,325.959,-8.9754,311.265,43.3196287837281,3238.517,3241.967,3.45000000000027,12.55641414021,40.7514,14.694,36.4548468245308,1
"1903_09_TeamNJ_TeamB",134,4956165,4950215,8,18.8322,290.3742,3.2013,320.4723,33.9149031904855,4950.215,4956.165,5.94999999999982,5.69998372949353,15.6309,-30.0981,27.9014010845334,1
"1903_09_TeamNJ_TeamB",157,6147215,6142065,8,26.0295,323.7069,14.4051,315.0084,14.5186286408187,6142.065,6147.215,5.15000000000055,2.81915119239168,11.6244,8.69850000000002,30.3063191077373,1
"1903_09_TeamNJ_TeamB",168,6410465,6405215,8,0.8247,299.8998,-19.1919,312.6099,23.7109872753118,6405.215,6410.465,5.25,4.51637852863082,20.0166,-12.7101,10.2637015803266,1
"1903_09_TeamNJ_TeamB",191,7360915,7355215,8,27.087,319.9878,16.2444,320.3682,10.8492708934748,7355.215,7360.915,5.69999999999982,1.90338085850442,10.8426,-0.380400000000009,29.8099935900698,1
"1903_09_TeamNJ_TeamB",220,8556865,8553665,8,-6.3747,311.3541,-5.8515,318.5532,7.21808693837916,8553.665,8556.865,3.19999999999891,2.25565216824426,-0.5232,-7.19909999999999,5.54265161272112,1
"1903_09_TeamNJ_TeamB",251,9637865,9633465,8,24.9639,324.2706,28.3782,333.0981,9.46478741124172,9633.465,9637.865,4.39999999999964,2.15108804800966,-3.4143,-8.82749999999999,29.6272531222522,1
"1903_09_TeamNJ_TeamB",90,3365065,3360765,8,25.7154,326.3259,23.0577,333.8907,8.01807759565844,3360.765,3365.065,4.30000000000018,1.86466920829258,2.6577,-7.56479999999999,31.3089062084577,1
"1903_10_TeamNJ_TeamB",111,3860189,3850689,8,23.1231,396.9387,-28.4055,311.085,100.130187364501,3850.689,3860.189,9.5,10.540019722579,51.5286,85.8537,90.2233978040065,1
"1903_10_TeamNJ_TeamB",125,4304489,4298439,8,56.7411,389.2056,-14.8038,311.2545,105.806647745877,4298.439,4304.489,6.04999999999927,17.4887021067586,71.5449,77.9511,98.0181702572028,1
"1903_10_TeamNJ_TeamB",138,4733939,4727839,8,-35.5797,346.2498,10.6179,314.2851,56.1779342077474,4727.839,4733.939,6.10000000000036,9.20949741110559,-46.1976,31.9647,50.0979405976932,1
"1903_10_TeamNJ_TeamB",15,542139,537089,8,-73.9776,324.9885,10.5114,309.5394,85.8898469658085,537.089,542.139,5.04999999999995,17.0078904882791,-84.489,15.4491,74.5009076052769,1
"1903_10_TeamNJ_TeamB",151,5287372,5282272,8,-66.1263,363.8154,17.9844,322.8102,93.5736943885941,5282.272,5287.372,5.10000000000036,18.3477832134485,-84.1107,41.0052,84.4839169833525,1
"1903_10_TeamNJ_TeamB",157,5513572,5509622,8,-70.6977,355.6299,-15.2034,322.8375,64.4589701302309,5509.622,5513.572,3.94999999999982,16.3187266152491,-55.4943,32.7924,83.3058050756368,0
"1903_10_TeamNJ_TeamB",164,5844272,5839972,8,28.887,348.3882,9.9084,312.6747,40.443062942982,5839.972,5844.272,4.30000000000018,9.40536347511169,18.9786,35.7135,48.6506594841221,1
"1903_10_TeamNJ_TeamB",245,8578222,8574072,8,18.3003,255.8844,20.4135,314.4948,58.6484833768103,8574.072,8578.222,4.14999999999964,14.1321646691122,-2.1132,-58.6104,57.45432745625,1
"1903_10_TeamNJ_TeamB",249,8748522,8744172,8,-16.4778,268.9866,14.0811,296.1567,40.8908388666704,8744.172,8748.522,4.35000000000036,9.40019284291194,-30.5589,-27.1701,43.83675709265,1
"1903_10_TeamNJ_TeamB",43,1547039,1543539,8,-3.7257,280.2852,12.5352,321.1725,44.0021382446354,1543.539,1547.039,3.5,12.5720394984672,-16.2609,-40.8873,29.8395505919577,1
"1903_10_TeamNJ_TeamB",70,2483189,2479089,8,16.1124,287.4111,9.2436,315.7167,29.127090565314,2479.089,2483.189,4.09999999999991,7.10416843056454,6.8688,-28.3056,28.3388891273106,1
"1903_10_TeamNJ_TeamB",87,3087239,3082139,8,-48.3672,269.9646,-21.5202,322.2555,58.7800955410077,3082.139,3087.239,5.09999999999991,11.5255089296096,-26.847,-52.2909,62.0200361899282,1
"1903_11_TeamNC_TeamA1",106,8913086,8906836,8,48.0384,237.1974,3.6867,310.473,85.6527106882789,8906.836,8913.086,6.25,13.7044337101246,44.3517,-73.2756,87.7780339340088,1
"1903_11_TeamNC_TeamA1",132,9772986,9768636,8,4.9371,248.5275,-12.6195,302.7801,57.0226166562005,9768.636,9772.986,4.35000000000036,13.1086475071714,17.5566,-54.2526,61.758541212208,1
"1903_11_TeamNC_TeamA1",135,9883936,9877636,8,-20.6388,281.2959,11.916,286.2504,32.9296534037332,9877.636,9883.936,6.29999999999927,5.22692911170429,-32.5548,-4.9545,34.7794166462004,1
"1903_11_TeamNC_TeamA1",137,9953486,9948986,8,-71.1009,274.6821,-11.9166,301.1448,64.8309791517913,9948.986,9953.486,4.5,14.4068842559536,-59.1843,-26.4627,78.4951606229327,1
"1903_11_TeamNC_TeamA1",141,10172836,10169736,8,54.3747,256.0692,21.54,292.9737,49.396959869409,10169.736,10172.836,3.09999999999854,15.9345031836878,32.8347,-36.9045,77.2974035057452,0
"1903_11_TeamNC_TeamA1",15,458200,452700,8,57.6192,347.9292,2.8071,320.5578,61.2663026823881,452.7,458.2,5.5,11.1393277604342,54.8121,27.3714,69.8200173394421,1
"1903_11_TeamNC_TeamA1",155,10595086,10588586,8,22.8618,297.6606,14.5089,293.9733,9.13055965973608,10588.586,10595.086,6.5,1.40470148611324,8.3529,3.68729999999999,26.8634750469853,1
"1903_11_TeamNC_TeamA1",159,10821436,10816886,8,-18.0291,259.2699,9.4119,300.2721,49.3374997931594,10816.886,10821.436,4.54999999999927,10.8434065479488,-27.441,-41.0022,53.51199204683,1
"1903_11_TeamNC_TeamA1",179,11524536,11518686,8,18.6558,317.0541,11.5704,291.5778,26.4432364670061,11518.686,11524.536,5.85000000000036,4.5202113618811,7.0854,25.4763,20.8832660388647,1
"1903_11_TeamNC_TeamA1",21,690500,683450,8,-31.7598,245.0547,-6.7011,336.9099,95.2119541482581,683.45,690.5,7.04999999999995,13.5052417231573,-25.0587,-91.8552,71.8613754956722,1
"1903_11_TeamNC_TeamA1",216,12926636,12921786,8,-74.1681,335.3712,3.1821,302.8314,83.91598193479,12921.786,12926.636,4.85000000000036,17.3022643164502,-77.3502,32.5398,77.4420341097133,1
"1903_11_TeamNC_TeamA1",219,13042736,13036486,8,-27.3552,257.9532,-1.6905,305.163,53.7349238589765,13036.486,13042.736,6.25,8.59758781743624,-25.6647,-47.2098,58.339231716573,1
"1903_11_TeamNC_TeamA1",246,13928936,13924136,8,60.6102,392.0667,17.0031,313.0191,90.277916658339,13924.136,13928.936,4.79999999999927,18.8078993038235,43.6071,79.0476,102.619491291518,0
"1903_11_TeamNC_TeamA1",249,14024386,14019936,8,36.2691,225.0321,14.4441,303.126,81.0862987329548,14019.936,14024.386,4.45000000000073,18.221640164706,21.825,-78.0939,92.7821634001924,0
"1903_11_TeamNC_TeamA1",86,2885900,2880800,8,57.492,343.7931,-11.2977,280.9017,93.2059602174131,2880.8,2885.9,5.09999999999991,18.2756784740029,68.7897,62.8914,67.5521107857482,1
"1903_12_TeamNC_TeamA1",122,4064054,4058304,8,29.9319,305.0907,-10.3398,304.6617,40.2739849268731,4058.304,4064.054,5.75,7.0041712916301,40.2717,0.42900000000003,31.3190623119531,1
"1903_12_TeamNC_TeamA1",124,4149404,4143354,8,9.1257,300.1365,17.9982,314.3355,16.7431435892427,4143.354,4149.404,6.05000000000018,2.76746175028797,-8.8725,-14.199,14.1357147940951,1
"1903_12_TeamNC_TeamA1",146,5009754,5004854,8,59.5704,345.2778,18.1551,310.3428,54.1819277904543,5004.854,5009.754,4.89999999999964,11.057536283767,41.4153,34.935,70.094910863771,1
"1903_12_TeamNC_TeamA1",151,5123554,5118504,8,-4.7247,387.1068,-11.6262,312.2622,75.1621237819289,5118.504,5123.554,5.05000000000018,14.8835888677082,6.9015,74.8446,77.1967097506753,1
"1903_12_TeamNC_TeamA1",163,5569854,5563454,8,-27.9474,249.7116,21.9711,293.1555,66.1757439660485,5563.454,5569.854,6.40000000000055,10.3399599946942,-49.9185,-43.4439,66.0367590158693,1
"1903_12_TeamNC_TeamA1",176,6219804,6216154,8,-32.5572,263.5755,-7.3041,312.8991,55.4124225834785,6216.154,6219.804,3.64999999999964,15.1814856393107,-25.2531,-49.3236,56.1345800027933,1
"1903_12_TeamNC_TeamA1",186,6718954,6715654,8,-38.9898,300.4902,8.3004,302.3742,47.3277135729162,6715.654,6718.954,3.29999999999927,14.3417313857354,-47.2902,-1.88399999999996,39.1619866717714,1
"1903_12_TeamNC_TeamA1",96,3080904,3077604,8,84.6567,321.8127,27.7236,327.7161,57.2383438541857,3077.604,3080.904,3.30000000000018,17.3449526830856,56.9331,-5.90339999999998,86.4673934855215,0
"1903_13_TeamNG_TeamA3",102,3269234,3266184,8,-3.8145,304.7478,-0.0639,296.9265,8.67408404674523,3266.184,3269.234,3.04999999999973,2.84396198253967,-3.7506,7.82130000000001,5.95877630810221,1
"1903_13_TeamNG_TeamA3",132,4288934,4282684,8,57.8448,303.444,4.5384,296.8137,53.7171588884781,4282.684,4288.934,6.25,8.59474542215649,53.3064,6.63030000000003,59.2088812851586,1
"1903_13_TeamNG_TeamA3",133,4324684,4319284,8,6.1956,303.8559,0.8553,295.7268,9.72630818450659,4319.284,4324.684,5.40000000000055,1.80116818231585,5.3403,8.12909999999999,9.46185099068886,1
"1903_13_TeamNG_TeamA3",141,4608134,4602534,8,42.0993,336.1299,25.9254,311.6331,29.3545269328259,4602.534,4608.134,5.60000000000036,5.24187980943285,16.1739,24.4968,50.4016005152614,1
"1903_13_TeamNG_TeamA3",145,4700684,4694984,8,71.7267,380.0241,-14.5884,326.2761,101.681581380356,4694.984,4700.684,5.69999999999982,17.8388739263788,86.3151,53.748,100.958147138802,1
"1903_13_TeamNG_TeamA3",193,6435084,6431484,8,-57.3969,293.1831,2.244,297.6741,59.8097486519547,6431.484,6435.084,3.59999999999945,16.6138190699899,-59.6409,-4.49099999999999,58.8508152468596,1
"1903_13_TeamNG_TeamA3",212,7151634,7146684,8,17.0274,256.9773,4.3242,294.7344,39.8367906670454,7146.684,7151.634,4.94999999999982,8.04783649839331,12.7032,-37.7571,56.0035165507488,1
"1903_13_TeamNG_TeamA3",241,8337984,8333684,8,37.0872,260.046,4.0545,303.0552,54.2305315659915,8333.684,8337.984,4.30000000000109,12.6117515269716,33.0327,-43.0092,62.817488964778,1
"1903_13_TeamNG_TeamA3",28,720784,715984,8,64.1163,275.1123,4.1175,305.9661,67.467125149068,715.984,720.784,4.79999999999995,14.0556510727226,59.9988,-30.8538,73.8734332285971,1
"1903_13_TeamNG_TeamA3",43,1188434,1182784,8,-22.7235,376.7127,-3.6114,312.7113,66.7940983049401,1182.784,1188.434,5.64999999999986,11.8219643017596,-19.1121,64.0014,70.1604931107243,1
"1903_13_TeamNG_TeamA3",7,144934,138334,8,-45.7776,305.1519,-29.8293,323.1342,24.0356274347062,138.334,144.934,6.59999999999999,3.64176173253124,-15.9483,-17.9823,45.0392887973378,1
"1903_13_TeamNG_TeamA3",87,2727734,2723634,8,58.0518,301.3557,23.5731,319.8951,39.1470318932355,2723.634,2727.734,4.09999999999991,9.54805655932595,34.4787,-18.5394,59.6811444740297,1
"1903_13_TeamNG_TeamA3",93,3004684,2998784,8,-9.5379,373.1535,4.7577,297.1437,77.3424454966353,2998.784,3004.684,5.90000000000009,13.1088890672261,-14.2956,76.0098,63.7280181604606,1
"1903_14_TeamNG_TeamA3",150,5989821,5986021,8,-6.2457,268.3446,-6.9672,320.9565,52.616846958555,5986.021,5989.821,3.80000000000018,13.8465386733033,0.7215,-52.6119,41.9843985028963,1
