"game_str","play_id","timestamp_hit","at_bat","play_per_game","player_position","timestamp_bounce","bounce_position_x","bounce_position_y","field_x","field_y","hangtime","bounce_dist_from_kmeanstart","out"
"1903_17_TeamNI_TeamA3",164,5902.513,49,164,7,5906.563,-37.1448,247.3419,-112.2507,253.2138,4.05000000000018,148.438202796921,0
"1903_18_TeamNI_TeamA3",177,5442.881,48,178,7,5445.031,-57.3513,181.6533,-128.4885,246.729,2.14999999999964,175.448842249063,0
"1903_19_TeamNL_TeamB",92,2960.651,26,96,7,2963.151,-119.0118,230.3448,-133.7238,259.8969,2.5,229.57649798272,0
"1903_19_TeamNL_TeamB",122,4179.051,35,126,7,4181.701,-146.2656,177.8307,-137.1042,260.3889,2.64999999999964,262.583578718276,0
"1903_19_TeamNL_TeamB",190,6556.201,52,194,7,6558.151,-126.0096,160.6776,-129.7884,255.6522,1.94999999999982,247.239680222664,0
"1903_19_TeamNL_TeamB",227,7810.151,60,231,7,7812.751,-157.9296,196.0008,-128.7711,249.1824,2.60000000000036,270.959529649473,0
"1903_20_TeamNL_TeamB",81,2679.466,23,81,7,2681.616,-157.3554,189.3309,-132.0237,257.4951,2.15000000000009,271.372551421935,0
"1903_20_TeamNL_TeamB",171,5787.366,46,172,7,5790.266,-74.8329,258.1209,-143.8227,260.9736,2.89999999999964,187.14282534792,0
"1903_21_TeamNL_TeamB",65,2009.858,19,67,7,2011.908,-131.3259,198.0147,-133.5669,257.211,2.04999999999995,244.332480252966,0
"1903_21_TeamNL_TeamB",76,2430.108,23,78,7,2432.358,-89.3919,237.4596,-143.1075,263.8914,2.25,200.00641409939,0
"1903_23_TeamNA_TeamA1",191,5863.694,46,196,7,5865.994,-133.5096,222.6978,-126.8715,252.9648,2.29999999999927,244.262353454241,0
"1903_24_TeamNA_TeamA1",7,201.569,3,7,7,203.669,-55.3038,198.4173,-124.1136,264.9258,2.10000000000002,169.332867650767,0
"1903_24_TeamNA_TeamA1",176,5604.819,51,176,7,5606.569,-106.9791,145.8915,-126.8844,230.2479,1.75,234.157424343951,0
"1903_24_TeamNA_TeamA1",196,6343.169,56,196,7,6347.169,-207.0699,232.0548,-130.8894,243.2793,4,317.62442565192,0
"1903_25_TeamNH_TeamA3",83,2733.911,24,84,7,2736.161,-85.971,225.051,-136.6281,227.1723,2.25,196.668011213595,0
"1903_25_TeamNH_TeamA3",278,10228.661,77,280,7,10231.761,-80.6163,225.8937,-131.22,228.9138,3.10000000000036,191.286150244387,0
"1903_25_TeamNK_TeamB",17,607.915,7,17,7,610.465,-202.7103,206.8398,-135.2625,259.1085,2.55000000000007,314.317382683405,0
"1903_25_TeamNK_TeamB",39,1387.565,13,39,7,1390.315,-116.3799,197.8299,-139.5594,263.0766,2.75,229.574089072182,0
"1903_25_TeamNK_TeamB",96,3556.565,31,100,7,3558.315,-108.7035,158.118,-117.4299,277.7304,1.75,231.5457377605,0
"1903_26_TeamNH_TeamA3",145,4568.113,36,145,7,4570.613,-127.4694,181.1694,-109.2984,241.1895,2.5,243.505141469344,0
"1903_26_TeamNK_TeamB",113,3609.629,31,116,7,3611.279,-54.5664,205.8864,-139.443,256.11,1.65000000000009,167.25885334765,0
"1903_27_TeamNH_TeamA3",75,2329.424,20,77,7,2331.074,-36.0477,192.3606,-126.8505,261.4056,1.65000000000009,152.009737026782,0
"1903_27_TeamNK_TeamB",33,1397.457,10,33,7,1399.47,-167.1579,178.6008,-136.9368,263.0625,2.01299999999992,282.902907481869,0
"1903_27_TeamNK_TeamB",158,5761.887,46,158,7,5763.57,-50.0946,186.1254,-132.5898,270.6666,1.68299999999999,167.221060467212,0
"1903_27_TeamNK_TeamB",167,6023.808,50,167,7,6028.329,-110.7417,365.46,-133.4043,264.7326,4.52099999999973,258.143385622702,0
"1903_28_TeamNF_TeamA2",21,690.501,6,21,7,693.051,-126.081,196.3977,-130.5162,242.0469,2.55000000000007,239.38021052084,0
"1903_28_TeamNF_TeamA2",266,9289.651,74,266,7,9291.451,-83.0448,172.545,-117.747,257.8266,1.79999999999927,202.683646939354,0
"1903_28_TeamNF_TeamA2",274,9690.751,77,274,7,9693.901,-62.7243,196.1298,-118.1067,258.3711,3.14999999999964,177.063696722606,0
"1903_29_TeamNF_TeamA2",180,5800.871,41,180,7,5803.071,-57.027,224.7741,-131.1291,224.8788,2.19999999999982,167.761263327966,0
"1903_29_TeamNF_TeamA2",219,7354.071,51,219,7,7356.421,-184.6962,204.8223,-119.7954,249.8556,2.35000000000036,296.549094066203,0
"1903_29_TeamNF_TeamA2",239,8098.421,56,239,7,8100.171,-85.2618,180.465,-115.329,233.8803,1.75,202.623556339662,0
"1903_30_TeamNB_TeamA1",26,705.134,6,26,7,707.334,-88.4868,217.3881,-123.4449,255.7584,2.19999999999993,199.617277038894,0
"1903_30_TeamNB_TeamA1",76,2328.234,19,78,7,2330.534,-140.34,185.3253,-117.1947,263.5434,2.30000000000018,255.299154368517,0
"1903_30_TeamNB_TeamA1",97,3069.671,28,101,7,3072.371,-52.9053,187.5552,-123.4962,250.2066,2.70000000000027,169.538061227772,0
"1903_30_TeamNB_TeamA1",120,3855.621,36,125,7,3858.321,-133.3413,192.0159,-119.6649,243.3834,2.69999999999982,247.240106060362,0
"1903_30_TeamNB_TeamA1",168,5548.171,54,174,7,5550.721,-155.6013,194.7834,-122.4327,253.6407,2.54999999999927,268.820996885917,0
"1903_30_TeamNB_TeamA1",176,5883.521,57,183,7,5885.471,-119.9529,169.5606,-120.171,264.4401,1.94999999999982,238.957417035131,0
"1903_31_TeamNB_TeamA1",1,52.542,1,1,7,54.742,-51.4755,187.746,-120.0351,231.4209,2.2,168.10900586227,0
"1903_31_TeamNB_TeamA1",59,2030.438,18,59,7,2033.738,-92.9007,177.4428,-132.1518,254.5554,3.29999999999995,210.78478779104,0
"1903_31_TeamNB_TeamA1",228,7889.388,62,231,7,7891.838,-49.1436,188.4426,-124.6815,263.4639,2.44999999999982,165.675803205195,0
"1903_32_TeamNB_TeamA1",138,4492.077,48,141,7,4494.527,-73.9143,201.2058,-127.8216,254.6823,2.44999999999982,187.111757714146,0
